xflr5 v6.59

 Calculated polar for: NACA 0005

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.600     Re =     0.130 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -5.500,-0.6347, 0.05962, 0.05503,-0.0014,1.0000,0.0570,-2.1992, 0.0000, 0.0000, 0.0000, 0.2460
 -5.000,-0.6138, 0.04878, 0.04376,-0.0094,1.0000,0.0469,-2.4977, 0.0000, 0.0000, 0.0000, 0.2330
 -4.500,-0.5867, 0.03965, 0.03428,-0.0114,1.0000,0.0439,-2.5201, 0.0000, 0.0000, 0.0000, 0.2290
 -4.000,-0.5445, 0.03108, 0.02489,-0.0123,1.0000,0.0422,-2.6151, 0.0000, 0.0000, 0.0000, 0.2259
 -3.500,-0.4895, 0.02434, 0.01704,-0.0109,1.0000,0.0506,-2.5877, 0.0000, 0.0000, 0.0000, 0.2263
 -3.000,-0.4227, 0.01899, 0.01069,-0.0079,1.0000,0.0556,-2.5052, 0.0000, 0.0000, 0.0000, 0.2298
 -2.500,-0.3574, 0.01508, 0.00653,-0.0046,1.0000,0.0798,-2.1846, 0.0000, 0.0000, 0.0000, 0.2358
 -2.000,-0.3079, 0.01065, 0.00391,-0.0004,1.0000,0.4749,-1.7866, 0.0000, 0.0000, 0.0000, 0.2477
 -1.500,-0.1613, 0.00959, 0.00350,-0.0077,1.0000,1.0000,-0.9347, 0.0000, 0.0000, 0.0000, 0.2009
 -1.000,-0.1071, 0.00922, 0.00281,-0.0056,1.0000,1.0000,-0.5498, 0.0000, 0.0000, 0.0000, 0.1969
 -0.500,-0.0530, 0.00904, 0.00246,-0.0030,1.0000,1.0000,-0.3456, 0.0000, 0.0000, 0.0000, 0.1931
  0.000, 0.0000, 0.00899, 0.00237, 0.0000,1.0000,1.0000,-0.2286, 0.0000, 0.0000, 0.0000,-0.0345
  0.500, 0.0530, 0.00904, 0.00246, 0.0030,1.0000,1.0000,-0.3456, 0.0000, 0.0000, 0.0000, 0.1931
  1.000, 0.1071, 0.00922, 0.00281, 0.0056,1.0000,1.0000,-0.5498, 0.0000, 0.0000, 0.0000, 0.1970
  1.500, 0.1614, 0.00959, 0.00350, 0.0077,1.0000,1.0000,-0.9349, 0.0000, 0.0000, 0.0000, 0.2010
  2.000, 0.3079, 0.01065, 0.00391, 0.0004,0.4751,1.0000,-1.7866, 0.0000, 0.0000, 0.0000, 0.2477
  2.500, 0.3574, 0.01508, 0.00652, 0.0046,0.0798,1.0000,-2.1846, 0.0000, 0.0000, 0.0000, 0.2358
  3.000, 0.4227, 0.01899, 0.01069, 0.0079,0.0556,1.0000,-2.5052, 0.0000, 0.0000, 0.0000, 0.2298
  3.500, 0.4895, 0.02434, 0.01704, 0.0109,0.0506,1.0000,-2.5877, 0.0000, 0.0000, 0.0000, 0.2263
  4.000, 0.5445, 0.03108, 0.02489, 0.0123,0.0422,1.0000,-2.6151, 0.0000, 0.0000, 0.0000, 0.2259
  4.500, 0.5867, 0.03965, 0.03428, 0.0114,0.0439,1.0000,-2.5201, 0.0000, 0.0000, 0.0000, 0.2290
  5.000, 0.6139, 0.04878, 0.04376, 0.0094,0.0469,1.0000,-2.4980, 0.0000, 0.0000, 0.0000, 0.2330
  5.500, 0.6348, 0.05963, 0.05504, 0.0014,0.0570,1.0000,-2.1996, 0.0000, 0.0000, 0.0000, 0.2461
  6.000, 0.6537, 0.07397, 0.06959,-0.0152,0.1262,1.0000,-1.7229, 0.0000, 0.0000, 0.0000, 0.2715
  6.500, 0.6680, 0.08297, 0.07852,-0.0163,0.1213,1.0000,-1.7395, 0.0000, 0.0000, 0.0000, 0.2725
  7.000, 0.6607, 0.09104, 0.08648,-0.0261,0.1101,1.0000,-1.6123, 0.0000, 0.0000, 0.0000, 0.2872
  7.500, 0.6795, 0.10029, 0.09578,-0.0252,0.1040,1.0000,-1.6599, 0.0000, 0.0000, 0.0000, 0.2846
  8.000, 0.6738, 0.10783, 0.10321,-0.0337,0.0960,1.0000,-1.5239, 0.0000, 0.0000, 0.0000, 0.2973
  8.500, 0.6891, 0.11663, 0.11198,-0.0347,0.0891,1.0000,-1.5624, 0.0000, 0.0000, 0.0000, 0.2974
  9.000, 0.6962, 0.12566, 0.12095,-0.0386,0.0854,1.0000,-1.5152, 0.0000, 0.0000, 0.0000, 0.3022
  9.500, 0.7022, 0.13304, 0.12828,-0.0436,0.0772,1.0000,-1.4609, 0.0000, 0.0000, 0.0000, 0.3086
 10.000, 0.7323, 0.14654, 0.14177,-0.0404,0.0725,1.0000,-1.6726, 0.0000, 0.0000, 0.0000, 0.3015


