xflr5 v6.59

 Calculated polar for: NACA 0010

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.200     Re =     0.500 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-10.000,-1.0166, 0.02970, 0.02494,-0.0199,1.0000,0.0173,-6.4481, 0.0000, 0.0000, 0.0000, 0.2207
 -9.500,-0.9890, 0.02594, 0.02071,-0.0166,1.0000,0.0180,-6.0854, 0.0000, 0.0000, 0.0000, 0.2240
 -9.000,-0.9505, 0.02353, 0.01792,-0.0140,1.0000,0.0187,-5.6070, 0.0000, 0.0000, 0.0000, 0.2266
 -8.500,-0.9193, 0.01952, 0.01354,-0.0106,1.0000,0.0214,-5.2505, 0.0000, 0.0000, 0.0000, 0.2304
 -8.000,-0.8750, 0.01789, 0.01174,-0.0084,1.0000,0.0243,-4.7489, 0.0000, 0.0000, 0.0000, 0.2329
 -7.500,-0.8287, 0.01659, 0.01025,-0.0062,1.0000,0.0266,-4.3332, 0.0000, 0.0000, 0.0000, 0.2355
 -7.000,-0.7886, 0.01457, 0.00807,-0.0031,1.0000,0.0307,-4.0036, 0.0000, 0.0000, 0.0000, 0.2395
 -6.500,-0.7422, 0.01365, 0.00705,-0.0009,1.0000,0.0357,-3.6135, 0.0000, 0.0000, 0.0000, 0.2428
 -6.000,-0.6977, 0.01255, 0.00593, 0.0016,1.0000,0.0444,-3.2422, 0.0000, 0.0000, 0.0000, 0.2467
 -5.500,-0.6520, 0.01164, 0.00502, 0.0040,1.0000,0.0565,-2.8771, 0.0000, 0.0000, 0.0000, 0.2509
 -5.000,-0.6061, 0.01083, 0.00424, 0.0062,1.0000,0.0779,-2.5259, 0.0000, 0.0000, 0.0000, 0.2555
 -4.500,-0.5601, 0.01005, 0.00367, 0.0083,1.0000,0.1212,-2.1750, 0.0000, 0.0000, 0.0000, 0.2603
 -4.000,-0.5135, 0.00928, 0.00323, 0.0101,1.0000,0.1906,-1.8826, 0.0000, 0.0000, 0.0000, 0.2655
 -3.500,-0.4649, 0.00858, 0.00293, 0.0113,0.9998,0.2814,-1.6111, 0.0000, 0.0000, 0.0000, 0.2705
 -3.000,-0.3872, 0.00787, 0.00263, 0.0065,0.9934,0.3922,-1.2868, 0.0000, 0.0000, 0.0000, 0.2632
 -2.500,-0.3120, 0.00725, 0.00241, 0.0024,0.9843,0.4945,-1.0269, 0.0000, 0.0000, 0.0000, 0.2543
 -2.000,-0.2363, 0.00672, 0.00224,-0.0015,0.9745,0.5893,-0.8071, 0.0000, 0.0000, 0.0000, 0.2402
 -1.500,-0.1659, 0.00625, 0.00207,-0.0040,0.9603,0.6734,-0.6354, 0.0000, 0.0000, 0.0000, 0.2225
 -1.000,-0.1063, 0.00590, 0.00196,-0.0038,0.9358,0.7446,-0.5133, 0.0000, 0.0000, 0.0000, 0.2108
 -0.500,-0.0517, 0.00564, 0.00189,-0.0023,0.9032,0.8070,-0.4231, 0.0000, 0.0000, 0.0000, 0.2030
  0.000, 0.0000, 0.00556, 0.00187, 0.0000,0.8599,0.8599,-0.3545, 0.0000, 0.0000, 0.0000,-1.3692
  0.500, 0.0517, 0.00564, 0.00189, 0.0023,0.8070,0.9032,-0.4231, 0.0000, 0.0000, 0.0000, 0.2030
  1.000, 0.1063, 0.00590, 0.00196, 0.0038,0.7446,0.9358,-0.5133, 0.0000, 0.0000, 0.0000, 0.2108
  1.500, 0.1659, 0.00625, 0.00207, 0.0040,0.6734,0.9603,-0.6354, 0.0000, 0.0000, 0.0000, 0.2225
  2.000, 0.2363, 0.00672, 0.00224, 0.0015,0.5893,0.9745,-0.8071, 0.0000, 0.0000, 0.0000, 0.2402
  2.500, 0.3120, 0.00725, 0.00241,-0.0024,0.4945,0.9843,-1.0269, 0.0000, 0.0000, 0.0000, 0.2543
  3.000, 0.3873, 0.00787, 0.00263,-0.0065,0.3922,0.9934,-1.2868, 0.0000, 0.0000, 0.0000, 0.2632
  3.500, 0.4649, 0.00858, 0.00292,-0.0113,0.2814,0.9999,-1.6112, 0.0000, 0.0000, 0.0000, 0.2705
  4.000, 0.5134, 0.00928, 0.00323,-0.0100,0.1907,1.0000,-1.8824, 0.0000, 0.0000, 0.0000, 0.2654
  4.500, 0.5600, 0.01005, 0.00367,-0.0083,0.1213,1.0000,-2.1746, 0.0000, 0.0000, 0.0000, 0.2603
  5.000, 0.6061, 0.01082, 0.00423,-0.0062,0.0779,1.0000,-2.5256, 0.0000, 0.0000, 0.0000, 0.2555
  5.500, 0.6520, 0.01164, 0.00502,-0.0040,0.0565,1.0000,-2.8768, 0.0000, 0.0000, 0.0000, 0.2509
  6.000, 0.6976, 0.01255, 0.00593,-0.0016,0.0444,1.0000,-3.2420, 0.0000, 0.0000, 0.0000, 0.2467
  6.500, 0.7422, 0.01365, 0.00705, 0.0009,0.0357,1.0000,-3.6133, 0.0000, 0.0000, 0.0000, 0.2427
  7.000, 0.7886, 0.01457, 0.00807, 0.0032,0.0307,1.0000,-4.0035, 0.0000, 0.0000, 0.0000, 0.2395
  7.500, 0.8287, 0.01659, 0.01025, 0.0062,0.0266,1.0000,-4.3333, 0.0000, 0.0000, 0.0000, 0.2355
  8.000, 0.8750, 0.01789, 0.01174, 0.0084,0.0242,1.0000,-4.7491, 0.0000, 0.0000, 0.0000, 0.2329
  8.500, 0.9194, 0.01952, 0.01354, 0.0106,0.0214,1.0000,-5.2509, 0.0000, 0.0000, 0.0000, 0.2304
  9.000, 0.9507, 0.02353, 0.01792, 0.0140,0.0187,1.0000,-5.6078, 0.0000, 0.0000, 0.0000, 0.2267
  9.500, 0.9892, 0.02594, 0.02071, 0.0166,0.0180,1.0000,-6.0863, 0.0000, 0.0000, 0.0000, 0.2241
 10.000, 1.0168, 0.02971, 0.02495, 0.0199,0.0173,1.0000,-6.4493, 0.0000, 0.0000, 0.0000, 0.2207


